Tenement,Grant Date,Expiry Date,Holder,Expenditure ($),Area Size (KM2),Area Size (BLK)
M 15/1658,14/12/2004,23/12/2025,ST IVES GOLD MINING COMPANY PTY LIMITED,11100,1.1,0
