a,flingsummary.,
Prospect,Drill hole,SignificantIntercepts
Yoda,YORC18006,Nosignificant results(peak assay grade =0.05 g/t Au)
Yoda,YORC18007,Nosignificantresults（<0.o1g/tAu)
