 Tenement, Grant Date, Expiry Date, Holder, Expenditure ($), Area Size (KM2), Area Size (BLK)
 IE 15/1427, 02/03/2016, 01/03/2021, ICOLEMAN RESOURCES PTY LTD, 20000, 39.2, 14
