 Tenement, Grant Date, Expiry Date, Holder, Expenditure ($), Area Size (KM2), Area Size (BLK)
 IE 15/1223, 08/09/2011, 07/09/2021, [AVOCA RESOURCES PTY LTD, 50000, 44.8, 16
