 Hole ID, Depth, Azi, Dip, RL, Grid, Easting, Northing, Started, Completed
 JAN22DD_004, 1529.1, 298.3, -70.7, B31, MGA94_51, B86540, 6528810, 10/03/2022, 16/05/2022
