 Tenement, Grant Date, Expiry Date, Holder, Expenditure ($), Area Size (KM2), Area Size (BLK)
 IE 15/1197, 07/02/2011, 06/02/2021, [AVOCA RESOURCES PTY LTD, 50000, 28, 10
