 Tenement, Grant Date, Expiry Date, Holder, Expenditure ($), Area Size (KM2), Area Size (BLK)
 IE 15/1447, 02/08/2016, 01/08/2026, HOGANS RESOURCES PTY LTD, 58000, 81.2, 29
